user_id,product_id,interaction_type,timestamp,rating
U00739,P0033,view,2025-12-17 05:29:19.825850,
U00176,P0139,view,2025-12-27 05:29:19.825855,
U00258,P0123,view,2025-05-14 05:29:19.825861,
U00352,P0135,view,2025-06-17 05:29:19.825866,
U00493,P0106,cart,2025-06-29 05:29:19.825872,
U00566,P0118,cart,2025-03-01 05:29:19.825877,
U00242,P0070,cart,2025-10-03 05:29:19.825882,
U00341,P0110,purchase,2025-05-06 05:29:19.825888,4.0
U00163,P0038,view,2025-07-26 05:29:19.825898,
U00719,P0167,view,2025-06-27 05:29:19.825905,
U00576,P0106,purchase,2025-09-26 05:29:19.825913,4.3
U00155,P0010,cart,2025-05-04 05:29:19.825932,
U00598,P0012,view,2026-02-12 05:29:19.825937,
U00625,P0077,view,2025-04-15 05:29:19.825942,
U00496,P0049,cart,2026-01-18 05:29:19.825947,
U00277,P0094,purchase,2025-12-12 05:29:19.825953,4.3
U00042,P0004,purchase,2025-06-08 05:29:19.825975,4.6
U00290,P0087,view,2025-12-12 05:29:19.825985,
U00629,P0117,view,2025-03-02 05:29:19.825990,
U00903,P0104,purchase,2025-07-29 05:29:19.825995,3.8
U00089,P0086,view,2025-07-08 05:29:19.826000,
U00537,P0168,view,2025-10-02 05:29:19.826005,
U00345,P0083,cart,2025-11-11 05:29:19.826010,
U00918,P0150,purchase,2025-04-10 05:29:19.826015,3.8
U00210,P0008,view,2025-06-23 05:29:19.826020,
U00877,P0108,purchase,2025-11-19 05:29:19.826025,4.5
U00927,P0031,cart,2025-06-13 05:29:19.826030,
U00806,P0166,cart,2026-01-27 05:29:19.826034,
U00940,P0197,view,2025-10-23 05:29:19.826039,
U00458,P0011,purchase,2025-03-29 05:29:19.826044,4.0
U00737,P0182,cart,2025-05-09 05:29:19.826049,
U00319,P0096,view,2025-09-28 05:29:19.826054,
U00880,P0144,view,2026-03-01 05:29:19.826058,
U00822,P0007,cart,2025-08-24 05:29:19.826064,
U00475,P0185,cart,2025-08-09 05:29:19.826069,
U00601,P0065,purchase,2025-04-16 05:29:19.826074,3.9
U00850,P0131,cart,2025-12-20 05:29:19.826079,
U00248,P0015,view,2025-08-10 05:29:19.826083,
U00697,P0168,view,2025-10-07 05:29:19.826088,
U00526,P0064,purchase,2025-10-20 05:29:19.826093,4.4
U00676,P0048,cart,2026-01-06 05:29:19.826098,
U00183,P0167,cart,2025-05-14 05:29:19.826103,
U00136,P0060,view,2025-05-23 05:29:19.826107,
U00330,P0129,cart,2025-04-26 05:29:19.826113,
U00470,P0046,view,2025-08-06 05:29:19.826118,
U00250,P0050,cart,2026-01-13 05:29:19.826122,
U00562,P0140,purchase,2025-09-08 05:29:19.826127,4.5
U00132,P0101,view,2025-10-31 05:29:19.826131,
U00490,P0194,view,2025-10-04 05:29:19.826136,
U00162,P0061,view,2025-06-11 05:29:19.826140,
U00669,P0154,cart,2025-09-11 05:29:19.826145,
U00207,P0037,purchase,2026-01-08 05:29:19.826150,3.5
U00319,P0120,purchase,2025-12-30 05:29:19.826155,3.7
U00663,P0174,purchase,2025-06-23 05:29:19.826160,3.9
U00997,P0192,purchase,2025-03-12 05:29:19.826165,4.2
U00586,P0166,cart,2025-03-04 05:29:19.826170,
U00833,P0078,purchase,2025-11-08 05:29:19.826175,4.0
U00756,P0104,view,2025-09-29 05:29:19.826179,
U00970,P0173,purchase,2025-03-05 05:29:19.826184,3.7
U00658,P0189,view,2025-12-10 05:29:19.826189,
U00674,P0158,cart,2025-03-17 05:29:19.826194,
U00316,P0004,purchase,2025-08-30 05:29:19.826199,3.9
U00365,P0157,view,2025-11-08 05:29:19.826203,
U00809,P0177,view,2025-07-21 05:29:19.826208,
U00477,P0071,view,2025-05-08 05:29:19.826212,
U00024,P0007,view,2025-05-10 05:29:19.826216,
U00152,P0140,view,2025-07-21 05:29:19.826221,
U00802,P0032,purchase,2026-01-22 05:29:19.826227,4.3
U00471,P0166,purchase,2025-03-21 05:29:19.826232,4.1
U00533,P0079,view,2025-07-17 05:29:19.826237,
U00841,P0083,cart,2025-05-26 05:29:19.826241,
U00710,P0180,cart,2025-08-02 05:29:19.826246,
U00071,P0026,cart,2025-06-15 05:29:19.826250,
U00672,P0127,view,2025-03-07 05:29:19.826255,
U00669,P0034,view,2026-02-13 05:29:19.826259,
U00074,P0169,purchase,2026-02-14 05:29:19.826264,4.9
U00906,P0139,purchase,2025-11-21 05:29:19.826269,3.5
U00148,P0118,purchase,2026-01-07 05:29:19.826274,4.9
U00466,P0140,purchase,2025-12-28 05:29:19.826279,3.9
U00727,P0172,purchase,2025-03-09 05:29:19.826285,4.8
U00370,P0108,purchase,2025-10-25 05:29:19.826290,3.5
U00187,P0134,cart,2025-03-25 05:29:19.826295,
U00609,P0106,cart,2025-10-25 05:29:19.826300,
U00140,P0106,cart,2026-01-16 05:29:19.826304,
U00839,P0129,view,2026-01-25 05:29:19.826309,
U00044,P0165,purchase,2025-10-29 05:29:19.826314,4.3
U00711,P0008,view,2025-09-24 05:29:19.826318,
U00317,P0188,purchase,2025-10-25 05:29:19.826324,3.9
U00587,P0027,view,2025-03-20 05:29:19.826329,
U00572,P0103,purchase,2025-03-24 05:29:19.826334,4.4
U00228,P0055,purchase,2025-09-17 05:29:19.826340,3.6
U00726,P0047,view,2026-01-13 05:29:19.826344,
U00159,P0061,view,2025-11-04 05:29:19.826348,
U00628,P0007,purchase,2025-11-14 05:29:19.826353,3.9
U00689,P0006,cart,2025-03-07 05:29:19.826359,
U00582,P0200,cart,2025-10-01 05:29:19.826363,
U00256,P0015,view,2025-08-07 05:29:19.826367,
U00280,P0030,purchase,2025-11-23 05:29:19.826373,4.5
U00104,P0067,view,2025-04-18 05:29:19.826378,
U00268,P0196,cart,2025-11-16 05:29:19.826383,
U00314,P0013,cart,2025-06-28 05:29:19.826388,
U00141,P0123,cart,2025-05-21 05:29:19.826393,
U00528,P0096,view,2026-02-12 05:29:19.826398,
U00428,P0141,view,2026-01-14 05:29:19.826402,
U00080,P0065,purchase,2025-12-27 05:29:19.826407,4.1
U00233,P0140,cart,2025-07-08 05:29:19.826411,
U00073,P0139,cart,2025-07-11 05:29:19.826416,
U00269,P0079,purchase,2025-06-02 05:29:19.826421,4.7
U00892,P0140,view,2025-09-18 05:29:19.826426,
U00298,P0085,cart,2025-03-20 05:29:19.826431,
U00571,P0017,cart,2025-12-30 05:29:19.826436,
U00243,P0075,cart,2025-12-02 05:29:19.826440,
U00638,P0128,view,2025-09-24 05:29:19.826445,
U00272,P0080,view,2025-03-21 05:29:19.826449,
U00476,P0116,view,2025-04-02 05:29:19.826453,
U00004,P0059,purchase,2025-07-01 05:29:19.826458,3.7
U00244,P0145,view,2025-05-09 05:29:19.826463,
U00002,P0165,purchase,2025-04-07 05:29:19.826468,4.0
U00153,P0159,view,2026-01-30 05:29:19.826473,
U00344,P0111,cart,2025-10-02 05:29:19.826477,
U00616,P0184,purchase,2025-08-20 05:29:19.826482,4.7
U00976,P0069,view,2025-05-27 05:29:19.826487,
U00884,P0190,purchase,2026-01-18 05:29:19.826492,4.3
U00870,P0006,view,2025-08-24 05:29:19.826499,
U00714,P0117,cart,2025-06-30 05:29:19.826504,
U00231,P0154,purchase,2025-08-07 05:29:19.826509,3.9
U00476,P0099,cart,2025-09-20 05:29:19.826514,
U00293,P0121,view,2025-10-17 05:29:19.826519,
U00057,P0020,view,2025-05-25 05:29:19.826524,
U00940,P0027,purchase,2025-05-19 05:29:19.826529,3.9
U00035,P0183,view,2026-01-13 05:29:19.826534,
U00911,P0022,purchase,2025-08-03 05:29:19.826539,4.7
U00417,P0087,cart,2025-06-09 05:29:19.826544,
U00812,P0189,purchase,2025-11-22 05:29:19.826549,3.5
U00111,P0127,view,2025-03-25 05:29:19.826553,
U00508,P0015,purchase,2025-10-26 05:29:19.826558,3.8
U00263,P0194,view,2025-12-31 05:29:19.826563,
U00302,P0178,view,2025-10-17 05:29:19.826567,
U00634,P0126,purchase,2025-12-28 05:29:19.826572,4.1
U00477,P0148,cart,2025-11-22 05:29:19.826576,
U00503,P0060,view,2025-05-04 05:29:19.826581,
U00239,P0143,purchase,2026-02-08 05:29:19.826586,4.0
U00504,P0096,view,2025-12-01 05:29:19.826590,
U00033,P0001,cart,2025-06-04 05:29:19.826595,
U00030,P0132,view,2026-02-21 05:29:19.826600,
U00116,P0058,purchase,2025-09-21 05:29:19.826605,4.1
U00786,P0031,purchase,2025-09-30 05:29:19.826610,3.7
U00172,P0110,view,2025-09-22 05:29:19.826615,
U00093,P0123,view,2025-03-21 05:29:19.826620,
U00132,P0066,purchase,2026-01-18 05:29:19.826625,3.9
U00926,P0104,view,2025-08-30 05:29:19.826630,
U00475,P0137,cart,2025-08-15 05:29:19.826635,
U00019,P0112,cart,2025-07-29 05:29:19.826639,
U00638,P0041,purchase,2025-11-04 05:29:19.826644,4.3
U00576,P0048,cart,2025-03-14 05:29:19.826649,
U00585,P0136,view,2026-01-13 05:29:19.826654,
U00340,P0141,purchase,2025-08-08 05:29:19.826660,4.2
U00485,P0179,purchase,2025-10-12 05:29:19.826665,4.5
U00751,P0153,purchase,2025-09-25 05:29:19.826670,4.6
U00923,P0146,cart,2025-10-21 05:29:19.826675,
U00208,P0037,purchase,2025-12-03 05:29:19.826680,3.8
U00193,P0108,view,2025-09-11 05:29:19.826684,
U00040,P0113,view,2025-11-06 05:29:19.826689,
U00324,P0094,cart,2025-03-19 05:29:19.826693,
U00880,P0121,view,2026-01-06 05:29:19.826698,
U00710,P0066,view,2026-03-01 05:29:19.826702,
U00479,P0065,cart,2025-06-23 05:29:19.826707,
U00096,P0005,purchase,2025-10-10 05:29:19.826712,4.9
U00053,P0091,view,2025-04-15 05:29:19.826717,
U00801,P0022,purchase,2025-12-10 05:29:19.826722,4.2
U00340,P0168,view,2025-10-11 05:29:19.826726,
U00822,P0014,purchase,2025-06-01 05:29:19.826732,3.6
U00575,P0111,view,2025-11-06 05:29:19.826737,
U00526,P0032,purchase,2025-12-14 05:29:19.826742,4.6
U00983,P0143,cart,2025-08-22 05:29:19.826746,
U00880,P0079,cart,2025-09-30 05:29:19.826751,
U00620,P0044,purchase,2025-11-06 05:29:19.826756,4.0
U00714,P0090,cart,2026-01-12 05:29:19.826761,
U00021,P0103,cart,2025-08-30 05:29:19.826766,
U00850,P0047,purchase,2025-07-14 05:29:19.826771,4.4
U00838,P0006,purchase,2025-03-30 05:29:19.826776,3.8
U00130,P0053,purchase,2025-05-12 05:29:19.826781,3.6
U00188,P0137,view,2025-12-10 05:29:19.826785,
U00756,P0111,view,2025-08-19 05:29:19.826790,
U00313,P0123,purchase,2025-10-21 05:29:19.826795,3.7
U00572,P0071,purchase,2025-04-04 05:29:19.826800,4.5
U00114,P0050,view,2025-09-12 05:29:19.826805,
U00610,P0013,cart,2025-05-05 05:29:19.826815,
U00860,P0096,view,2025-03-20 05:29:19.826832,
U00070,P0165,view,2026-01-13 05:29:19.826837,
U00256,P0183,view,2025-07-06 05:29:19.826841,
U00780,P0075,view,2025-07-23 05:29:19.826845,
U00764,P0151,purchase,2026-02-15 05:29:19.826850,3.5
U00916,P0073,view,2026-02-20 05:29:19.826855,
U00587,P0102,view,2025-05-13 05:29:19.826859,
U00028,P0006,view,2025-09-10 05:29:19.826863,
U00793,P0166,cart,2025-12-23 05:29:19.826868,
U00693,P0135,view,2026-01-12 05:29:19.826872,
U00834,P0091,cart,2025-11-01 05:29:19.826876,
U00721,P0002,cart,2025-04-13 05:29:19.826880,
U00980,P0120,view,2025-03-20 05:29:19.826895,
U00400,P0062,purchase,2025-11-22 05:29:19.826900,4.8
U00767,P0136,view,2025-03-14 05:29:19.826904,
U00694,P0147,cart,2025-12-01 05:29:19.826909,
U00628,P0120,cart,2025-08-18 05:29:19.826913,
U00190,P0009,purchase,2026-02-26 05:29:19.826918,3.5
U00352,P0054,purchase,2026-02-21 05:29:19.826923,5.0
U00763,P0076,view,2026-02-13 05:29:19.826928,
U00930,P0065,purchase,2025-05-31 05:29:19.826933,4.6
U00947,P0144,view,2025-11-13 05:29:19.826938,
U00733,P0025,purchase,2025-10-19 05:29:19.826943,4.0
U00489,P0047,cart,2025-09-12 05:29:19.826947,
U00809,P0029,purchase,2025-08-26 05:29:19.826952,3.7
U00633,P0073,cart,2025-09-11 05:29:19.826956,
U00659,P0005,cart,2026-02-12 05:29:19.826960,
U00760,P0078,purchase,2025-10-26 05:29:19.826971,4.4
U00567,P0110,cart,2025-07-05 05:29:19.826978,
U00744,P0069,view,2025-07-16 05:29:19.826984,
U00594,P0150,purchase,2025-05-10 05:29:19.826994,3.8
U00281,P0051,purchase,2025-06-28 05:29:19.827000,3.8
U00563,P0200,purchase,2026-02-01 05:29:19.827005,3.6
U00186,P0048,cart,2026-02-13 05:29:19.827009,
U00956,P0061,purchase,2025-04-07 05:29:19.827014,4.1
U00492,P0171,cart,2025-03-08 05:29:19.827019,
U00900,P0088,view,2025-10-29 05:29:19.827023,
U00775,P0095,view,2026-02-23 05:29:19.827028,
U00392,P0144,view,2025-05-12 05:29:19.827032,
U00556,P0054,cart,2025-04-24 05:29:19.827037,
U00188,P0058,purchase,2025-03-15 05:29:19.827042,4.1
U00237,P0064,cart,2026-01-02 05:29:19.827047,
U00100,P0154,view,2025-09-23 05:29:19.827051,
U00575,P0036,view,2025-05-13 05:29:19.827056,
U00115,P0028,purchase,2025-07-08 05:29:19.827060,3.7
U00510,P0035,view,2025-10-14 05:29:19.827065,
U00207,P0093,cart,2025-05-02 05:29:19.827069,
U00496,P0121,purchase,2025-03-06 05:29:19.827075,4.0
U00980,P0172,cart,2025-11-04 05:29:19.827080,
U00455,P0099,view,2025-03-22 05:29:19.827084,
U00076,P0086,purchase,2025-07-14 05:29:19.827089,4.9
U00714,P0066,view,2026-02-06 05:29:19.827093,
U00237,P0194,purchase,2025-08-13 05:29:19.827098,4.2
U00623,P0019,view,2025-07-18 05:29:19.827103,
U00494,P0107,cart,2025-10-30 05:29:19.827107,
U00864,P0108,purchase,2025-03-11 05:29:19.827112,5.0
U00736,P0143,view,2026-01-25 05:29:19.827117,
U00966,P0004,purchase,2025-04-19 05:29:19.827122,3.8
U00065,P0175,cart,2025-05-03 05:29:19.827126,
U00973,P0006,purchase,2025-10-16 05:29:19.827132,4.1
U00805,P0082,purchase,2025-07-24 05:29:19.827137,4.0
U00819,P0103,purchase,2025-12-03 05:29:19.827141,4.0
U00176,P0121,view,2026-01-27 05:29:19.827146,
U00505,P0017,purchase,2025-03-14 05:29:19.827150,4.9
U00649,P0031,cart,2025-06-02 05:29:19.827155,
U00140,P0010,view,2026-01-17 05:29:19.827159,
U00206,P0155,cart,2025-08-20 05:29:19.827163,
U00118,P0069,view,2026-01-29 05:29:19.827167,
U00130,P0139,cart,2025-09-26 05:29:19.827171,
U00257,P0002,view,2026-01-06 05:29:19.827176,
U00111,P0114,cart,2025-07-15 05:29:19.827180,
U00936,P0164,cart,2025-08-12 05:29:19.827186,
U00943,P0122,cart,2025-04-12 05:29:19.827190,
U00811,P0195,cart,2025-07-29 05:29:19.827194,
U00216,P0032,cart,2025-11-21 05:29:19.827198,
U00640,P0063,cart,2026-02-26 05:29:19.827203,
U00277,P0127,purchase,2025-03-05 05:29:19.827208,3.5
U00110,P0022,purchase,2025-10-18 05:29:19.827213,4.6
U00314,P0105,cart,2025-04-03 05:29:19.827217,
U00251,P0117,view,2025-10-10 05:29:19.827222,
U00407,P0057,view,2025-06-17 05:29:19.827226,
U00657,P0032,cart,2026-01-23 05:29:19.827230,
U00395,P0129,cart,2026-01-08 05:29:19.827235,
U00131,P0005,view,2025-07-01 05:29:19.827239,
U00998,P0191,view,2025-06-02 05:29:19.827243,
U00819,P0106,purchase,2025-10-12 05:29:19.827247,4.5
U00332,P0080,view,2025-05-06 05:29:19.827252,
U00522,P0135,purchase,2025-12-21 05:29:19.827257,3.8
U00373,P0016,view,2025-11-19 05:29:19.827261,
U00250,P0176,purchase,2025-05-19 05:29:19.827266,4.1
U00893,P0198,cart,2026-02-25 05:29:19.827270,
U00693,P0162,view,2025-11-20 05:29:19.827274,
U00430,P0161,view,2025-08-30 05:29:19.827279,
U00998,P0130,view,2025-06-28 05:29:19.827283,
U00249,P0177,purchase,2025-04-12 05:29:19.827288,4.1
U00939,P0057,purchase,2025-10-03 05:29:19.827294,4.5
U00202,P0066,cart,2025-03-16 05:29:19.827298,
U00753,P0002,view,2025-06-11 05:29:19.827302,
U00365,P0193,cart,2025-05-25 05:29:19.827306,
U00424,P0058,cart,2026-01-16 05:29:19.827311,
U00286,P0153,cart,2025-06-13 05:29:19.827315,
U00955,P0057,purchase,2026-02-15 05:29:19.827320,4.5
U00967,P0043,purchase,2025-09-24 05:29:19.827325,4.9
U00380,P0024,purchase,2026-02-04 05:29:19.827330,3.8
U00404,P0047,cart,2025-09-19 05:29:19.827334,
U00859,P0073,cart,2025-10-26 05:29:19.827339,
U00136,P0191,view,2025-07-25 05:29:19.827342,
U00359,P0181,cart,2025-06-15 05:29:19.827347,
U00213,P0120,purchase,2025-08-29 05:29:19.827352,4.9
U00132,P0191,view,2026-01-19 05:29:19.827356,
U00834,P0087,purchase,2025-07-03 05:29:19.827361,4.4
U00034,P0083,cart,2026-01-26 05:29:19.827365,
U00142,P0133,cart,2025-06-16 05:29:19.827369,
U00468,P0133,purchase,2025-04-14 05:29:19.827375,4.6
U00094,P0044,view,2025-11-27 05:29:19.827379,
U00272,P0191,cart,2025-09-09 05:29:19.827384,
U00408,P0167,cart,2025-06-08 05:29:19.827388,
U00315,P0124,purchase,2025-07-11 05:29:19.827393,4.3
U00586,P0128,view,2025-05-26 05:29:19.827397,
U00124,P0007,cart,2025-07-22 05:29:19.827402,
U00567,P0193,cart,2026-02-22 05:29:19.827406,
U00424,P0060,cart,2025-11-20 05:29:19.827411,
U00516,P0064,purchase,2025-11-18 05:29:19.827415,4.0
U00654,P0048,purchase,2025-05-06 05:29:19.827420,4.4
U00094,P0193,cart,2025-06-08 05:29:19.827424,
U00527,P0075,purchase,2025-10-30 05:29:19.827429,4.8
U00456,P0126,cart,2026-02-26 05:29:19.827433,
U00076,P0095,purchase,2025-11-04 05:29:19.827438,4.6
U00995,P0153,cart,2025-07-16 05:29:19.827442,
U00525,P0164,purchase,2025-05-04 05:29:19.827446,4.3
U00407,P0017,purchase,2025-10-10 05:29:19.827451,4.1
U00154,P0171,view,2025-12-19 05:29:19.827455,
U00252,P0023,cart,2025-04-20 05:29:19.827459,
U00684,P0005,purchase,2025-09-10 05:29:19.827464,4.4
U00867,P0197,view,2025-10-13 05:29:19.827468,
U00361,P0047,view,2026-02-09 05:29:19.827472,
U00335,P0155,purchase,2025-08-19 05:29:19.827477,4.4
U00225,P0079,cart,2025-07-10 05:29:19.827481,
U00487,P0158,view,2025-06-29 05:29:19.827486,
U00972,P0153,view,2025-06-17 05:29:19.827490,
U00039,P0165,view,2025-05-16 05:29:19.827494,
U00484,P0090,view,2025-04-22 05:29:19.827498,
U00701,P0023,cart,2025-07-23 05:29:19.827503,
U00175,P0042,purchase,2025-10-20 05:29:19.827508,4.9
U00257,P0188,purchase,2025-05-16 05:29:19.827512,4.6
U00054,P0008,view,2025-05-18 05:29:19.827517,
U00441,P0098,purchase,2025-04-03 05:29:19.827522,3.8
U00399,P0160,purchase,2025-07-28 05:29:19.827526,4.5
U00798,P0125,purchase,2025-08-10 05:29:19.827531,5.0
U00835,P0198,purchase,2026-02-13 05:29:19.827535,4.2
U00617,P0044,view,2025-03-11 05:29:19.827540,
U00550,P0010,view,2025-09-15 05:29:19.827544,
U00968,P0004,purchase,2025-03-28 05:29:19.827549,4.0
U00093,P0090,view,2025-08-31 05:29:19.827553,
U00539,P0004,view,2025-06-29 05:29:19.827557,
U00274,P0167,view,2025-12-13 05:29:19.827561,
U00471,P0149,purchase,2025-11-12 05:29:19.827566,4.2
U00934,P0152,purchase,2025-05-23 05:29:19.827571,4.0
U00266,P0031,cart,2025-06-12 05:29:19.827575,
U00612,P0183,cart,2025-11-29 05:29:19.827579,
U00442,P0127,view,2026-01-15 05:29:19.827583,
U00877,P0101,view,2026-01-10 05:29:19.827588,
U00066,P0096,purchase,2026-02-01 05:29:19.827592,4.1
U00242,P0099,purchase,2025-12-03 05:29:19.827598,4.4
U00759,P0065,view,2025-11-04 05:29:19.827602,
U00296,P0088,view,2025-05-23 05:29:19.827606,
U00777,P0104,purchase,2025-12-20 05:29:19.827611,3.7
U00215,P0095,cart,2025-10-13 05:29:19.827616,
U00846,P0186,view,2025-07-28 05:29:19.827620,
U00572,P0021,view,2025-11-22 05:29:19.827624,
U00742,P0193,cart,2025-11-03 05:29:19.827628,
U00642,P0007,view,2025-10-29 05:29:19.827632,
U00289,P0025,cart,2025-04-05 05:29:19.827636,
U00487,P0102,cart,2025-09-21 05:29:19.827640,
U00951,P0188,purchase,2025-03-16 05:29:19.827645,4.8
U00221,P0147,purchase,2025-08-20 05:29:19.827650,3.7
U00251,P0026,purchase,2025-07-25 05:29:19.827655,4.8
U00891,P0102,cart,2025-09-07 05:29:19.827660,
U00756,P0121,purchase,2025-07-26 05:29:19.827664,3.6
U00543,P0194,purchase,2025-04-29 05:29:19.827669,4.7
U00434,P0046,purchase,2025-06-02 05:29:19.827674,4.0
U00848,P0067,cart,2025-06-10 05:29:19.827679,
U00984,P0049,purchase,2026-01-02 05:29:19.827684,3.8
U00373,P0047,view,2025-08-18 05:29:19.827689,
U00849,P0150,view,2026-02-13 05:29:19.827693,
U00836,P0100,purchase,2025-08-04 05:29:19.827697,4.1
U00122,P0047,view,2025-03-06 05:29:19.827701,
U00499,P0176,cart,2025-07-19 05:29:19.827705,
U00524,P0051,cart,2025-05-29 05:29:19.827710,
U00398,P0091,view,2025-11-13 05:29:19.827714,
U00690,P0040,cart,2025-03-20 05:29:19.827718,
U00769,P0129,cart,2025-08-02 05:29:19.827722,
U00768,P0172,cart,2025-12-31 05:29:19.827726,
U00644,P0117,cart,2025-12-30 05:29:19.827730,
U00852,P0044,view,2025-03-15 05:29:19.827734,
U00095,P0177,cart,2026-01-31 05:29:19.827738,
U00943,P0080,view,2025-10-19 05:29:19.827743,
U00812,P0004,cart,2026-01-27 05:29:19.827747,
U00803,P0099,view,2025-12-20 05:29:19.827751,
U00993,P0146,view,2025-08-07 05:29:19.827755,
U00124,P0036,purchase,2025-09-18 05:29:19.827760,3.9
U00594,P0075,view,2025-08-12 05:29:19.827764,
U00959,P0071,view,2025-12-24 05:29:19.827768,
U00218,P0066,cart,2025-05-31 05:29:19.827774,
U00396,P0007,cart,2025-11-03 05:29:19.827778,
U00756,P0054,view,2025-05-07 05:29:19.827782,
U00504,P0115,view,2025-03-07 05:29:19.827786,
U00289,P0019,view,2025-05-18 05:29:19.827790,
U00394,P0166,cart,2025-06-16 05:29:19.827794,
U00299,P0089,purchase,2025-05-24 05:29:19.827799,4.0
U00302,P0022,purchase,2025-07-10 05:29:19.827803,4.0
U00237,P0112,purchase,2025-08-30 05:29:19.827808,4.3
U00693,P0092,view,2025-09-06 05:29:19.827812,
U00839,P0047,purchase,2025-07-02 05:29:19.827817,4.3
U00220,P0161,cart,2025-09-18 05:29:19.827821,
U00717,P0093,cart,2025-06-03 05:29:19.827825,
U00053,P0038,view,2025-12-10 05:29:19.827829,
U00500,P0160,cart,2025-12-10 05:29:19.827833,
U00901,P0149,view,2025-07-11 05:29:19.827837,
U00595,P0161,cart,2025-10-09 05:29:19.827842,
U00981,P0064,purchase,2025-09-10 05:29:19.827846,4.2
U00520,P0168,cart,2025-06-10 05:29:19.827851,
U00765,P0034,cart,2025-08-09 05:29:19.827856,
U00938,P0172,purchase,2025-04-15 05:29:19.827860,3.8
U00947,P0129,purchase,2025-08-30 05:29:19.827865,4.2
U00341,P0098,view,2025-11-14 05:29:19.827873,
U00072,P0132,view,2026-01-26 05:29:19.827881,
U00094,P0068,view,2025-11-18 05:29:19.827900,
U00199,P0128,purchase,2025-08-16 05:29:19.827905,4.5
U00847,P0198,purchase,2025-04-09 05:29:19.827910,3.8
U00822,P0199,cart,2025-03-11 05:29:19.827915,
U00602,P0100,purchase,2025-03-14 05:29:19.827919,4.8
U00791,P0114,view,2026-02-28 05:29:19.827924,
U00291,P0090,cart,2025-09-27 05:29:19.827929,
U00655,P0175,cart,2025-04-14 05:29:19.827933,
U00234,P0092,purchase,2025-07-02 05:29:19.827938,4.9
U00444,P0133,cart,2025-05-23 05:29:19.827943,
U00438,P0100,purchase,2025-06-29 05:29:19.827948,4.8
U00519,P0011,view,2025-08-26 05:29:19.827952,
U00429,P0035,view,2025-09-09 05:29:19.827956,
U00804,P0136,view,2025-08-26 05:29:19.827960,
U00808,P0160,purchase,2026-02-22 05:29:19.827964,3.5
U00396,P0010,view,2025-12-14 05:29:19.827969,
